Year,DOY,Temperature,RelativeHumidity,Precipitation
2018,63,14.6,35.4,0.76
2018,64,13.6,27.2,0
2018,65,15.1,25.7,0
2018,66,15.9,32,0
2018,67,17.9,28.2,0
2018,68,18.4,27.1,0
2018,69,18.2,43.9,0
2018,70,18.1,66.7,0.51
2018,71,19.6,49.4,0
2018,72,20.3,41.1,0
2018,73,21,40,0
2018,74,16.6,39.9,0
2018,75,16.1,40.1,0
2018,76,16,40.7,0.51
2018,77,14.4,33.7,0
2018,78,14.5,33.3,0
2018,79,16.7,25.9,0
2018,80,18.9,27.8,0
2018,81,22.5,25.6,0
2018,82,22.9,27.6,0
2018,83,20.1,28.3,0
2018,84,18.2,25,0
2018,85,16.7,26.1,0
2018,86,16.8,26,0
2018,87,17.1,26.4,0
2018,88,20.8,21.7,0
2018,89,21.9,27.2,0.25
2018,90,22.7,25.7,0
2018,91,24,21.9,0
2018,92,23.6,15.5,0
2018,93,22.2,24.3,0
2018,94,22.4,30.9,0
2018,95,23.5,28.9,0.25
2018,96,24.7,23.9,0
2018,97,26.8,27.4,0
2018,98,27,27.2,0
2018,99,24.4,19.7,0
2018,100,24.9,25.2,0
2018,101,26.2,18.8,0
2018,102,23.9,14.9,0
2018,103,19.5,9.7,0
2018,104,19.4,14.9,0
2018,105,21.2,20,0
2018,106,23,16.9,0
2018,107,18.6,18.6,0
2018,108,19,21.1,0
2018,109,19.2,23.6,0
2018,110,18.4,28.6,0
2018,111,22.2,28.6,0
2018,112,24.2,28.1,0
2018,113,25,25.8,0
2018,114,26.3,23.1,0
2018,115,27.1,21,0
2018,116,26.8,24.7,0
2018,117,28.2,24.9,0
2018,118,28.5,17.5,0
2018,119,25.8,16.3,0
2018,120,23.5,21.2,0
2018,121,20.2,34.6,0
2018,122,18.5,36.4,0
2018,123,20,36.5,0
2018,124,24.8,29.8,0
2018,125,27.7,25,0
2018,126,29.5,24.5,0
2018,127,29.1,24,0
2018,128,30,17.4,0
2018,129,30.4,16.2,0
2018,130,30.8,16.9,0
2018,131,29.1,19,0
2018,132,26,19.5,0
2018,133,24.4,26,0
2018,134,26.4,21.1,0
2018,135,26.5,22.8,0
2018,136,27.3,23.4,0
2018,137,28.1,15.8,0
2018,138,26.7,16.5,0
2018,139,27.2,19.2,0
2018,140,28.2,18.2,0
2018,141,27.6,18.9,0
2018,142,26.4,20.6,0
2018,143,26.2,23.9,0.25
2018,144,28.5,18.6,0
2018,145,28.7,17,0
2018,146,25.9,22.6,0
2018,147,25.8,26.3,0
2018,148,27.6,26.2,0.51
2018,149,30.6,21.6,0
2018,150,31.1,15.7,0
2018,151,29.1,18,0
2018,152,29.4,20.8,0
2018,153,30.2,21.8,0.76
2018,154,31,20.4,0.25
2018,155,32.2,18.4,1.02
2018,156,31.8,18.9,0
2018,157,30,19.7,0
2018,158,30.5,17.1,0
2018,159,31.5,18.2,0
2018,160,32.3,18.4,1.02
2018,161,31.8,15.9,0
2018,162,30.4,21.3,0
2018,163,32.4,18.5,0.25
2018,164,34.4,18.6,0
2018,165,35.1,19.9,0
2018,166,30.9,33.7,0
2018,167,25.2,67.9,0
2018,168,28.9,37.6,0
2018,169,29,20,0
2018,170,30.7,19.7,0
2018,171,32.8,17.8,0
2018,172,33.9,17,0
2018,173,34.8,15.7,0
2018,174,34,20.9,0
2018,175,33,21.2,1.27
2018,176,32.7,18.2,0.25
2018,177,33.4,19.9,0
2018,178,34,17.2,0.76
2018,179,34.6,18.8,0
2018,180,33,19.1,0
2018,181,31.6,18.3,0
2018,182,31.5,15.4,0
2018,183,31.8,19.8,0.25
2018,184,33.2,20.5,0.25
2018,185,34.2,23.3,0.25
2018,186,36,20,0.51
2018,187,37.2,23.3,1.02
2018,188,36.8,25.6,1.52
2018,189,36.5,29.5,0
2018,190,30,58.6,0.76
2018,191,28.6,60,0
2018,192,29.6,59.9,0
2018,193,30.8,56.4,0
2018,194,33.4,43.2,0
2018,195,32.5,44.3,0
2018,196,31.9,49,0
2018,197,33,46.4,1.02
2018,198,34.4,40.8,0.25
2018,199,32.9,46,0.25
2018,200,34.7,40.4,0.51
2018,201,36,31.7,0
2018,202,32.8,39.4,0.51
2018,203,34.4,33.3,0
2018,204,37.1,25.3,0
2018,205,37.5,26.9,0
2018,206,37.4,27,0
2018,207,36.5,27.3,0
2018,208,36.1,28.9,0
2018,209,34.8,35.4,0
2018,210,33.9,42.3,0
2018,211,34,43.2,4.06
2018,212,33.4,43.5,0
2018,213,36.1,35.1,0
2018,214,34.9,33.5,0
2018,215,34.8,36.5,0
2018,216,36.6,29.4,0
2018,217,36.9,26.9,0
2018,218,37.5,20.8,0
2018,219,36.2,31,0
2018,220,31.7,46.1,0
2018,220,31.7,46.1,3.3
2018,220,31.7,46.1,3.3
2018,221,32.2,43.2,1.02
2018,222,30.5,46.1,2.29
2018,223,31.4,41.9,14.99
2018,224,31.9,43.8,0.51
2018,225,32.1,41.5,0.25
2018,226,33,39.4,0
2018,227,30.9,45,0
2018,228,31.6,49.1,0
2018,229,32.7,47.3,0
2018,230,34.4,38.8,0
2018,231,35.5,32.4,0
2018,232,36.2,29.1,0
2018,233,33.4,37.8,1.78
2018,234,32.2,44.1,0
2018,235,30.9,50.7,5.59
2018,237,31,43.6,0
2018,238,32.4,40.3,0
2018,239,33.3,25.7,0
2018,240,30.7,28.9,0
2018,241,31.1,35.4,0
2018,242,32.3,35.3,0
2018,243,33.1,36.7,0
2018,244,33.8,26.8,0
2018,245,31.3,34.7,0
2018,246,29.7,42.6,0
2018,247,30.7,37.6,0
2018,248,31.5,34.3,0
2018,249,31.7,35.2,0
2018,250,32.6,29.8,0
2018,251,32.9,30.2,0
2018,252,32.5,35.5,0
2018,253,33.4,33.5,0
2018,254,32.7,28.2,0
2018,255,31.4,23.2,0
2018,256,30.3,25,0
2018,257,31.1,28.8,0
2018,258,33,26.3,0
2018,259,33.7,34.2,0
2018,260,33.1,35.9,0
2018,261,32.6,32.7,0
2018,262,27.2,67.3,2.03
2018,263,27.7,62.7,1.02
2018,264,29.9,46.3,0
2018,265,30.5,34.6,0
2018,266,30.7,26.2,0
2018,267,31.3,29.4,0
2018,268,29.7,29.3,0
2018,269,29.5,34.7,0
2018,270,29.3,34.9,0
2018,271,29.5,33.7,0
2018,272,30.6,31.7,0
2018,273,27.7,50.8,1.78
2018,274,23.4,83.7,2.54
2018,275,22.9,92.5,57.37
2018,276,25.4,77.7,0
2018,277,25.7,55,0
2018,278,24,50.1,0
2018,279,23.7,50.2,0
2018,280,18.5,64.9,9.4
2018,281,18.6,58.1,0
2018,282,19.2,52.1,0
2018,283,21,43.6,0
2018,284,22.9,50.8,0
2018,285,22.6,60,0
2018,286,19,83.4,59.94
2018,287,19.7,75,0
2018,288,20.7,42,0
2018,289,17.3,51.4,0
2018,290,19.2,43.5,0
2018,291,19.9,49.6,0
2018,292,21,51.7,0
2018,293,25.8,42.7,0
2018,294,26.1,38.6,0
2018,295,24.1,47.7,0
2018,296,23.7,55.3,0
2018,297,21.5,60.4,0
2018,298,21.9,57.7,0
2018,299,21.8,53.7,0
2018,300,21.4,49.6,0
2018,301,21.4,51.2,0
2018,302,21.8,53.2,0
2018,303,22.7,43,0
2018,304,18.9,27.8,0
2018,305,16.3,43.6,0
2018,306,17.3,50.3,0
2018,307,18.2,50.8,0
2018,308,18.7,49,0
2018,309,18.7,46.2,0
2018,310,18.8,45.8,0
2018,311,18.7,50.9,0
2018,312,19,47.1,0
2018,313,17.9,20.4,0
2018,314,17,44.1,0
2018,315,15.5,39.7,0
2018,316,13.7,17.2,0
2018,317,12.2,26.6,0
2018,318,13.9,24.5,0
2018,319,12.9,40.2,0
2018,320,13.4,41.7,0
2018,321,13.1,44.5,0
2018,322,13.4,45.9,0
2018,323,13.2,49.4,0
2018,324,15.1,44.3,0
2018,325,14.1,46.9,0
2018,326,13.5,59.2,0
2018,327,13.3,64.3,0.25
2018,328,13.2,63.8,0
2018,329,13.6,47,0
2018,330,13.4,42.2,0
2018,331,13.5,48.4,0
2018,332,14.3,45.1,0
2018,333,13.5,53,6.35
2018,334,12.8,77.4,1.02
2018,335,12.6,71.5,0
2018,336,11.4,58.5,0
2018,337,9.2,63,0
2018,338,9.3,60.4,0
2018,339,11.8,56.6,0
2018,340,12.7,75,1.02
2018,341,15.2,76.8,1.78
2018,342,12.7,80,0
2018,343,12.2,74.4,0.25
2018,344,13.3,56.4,0
2018,345,14.5,51.2,0
2018,346,11.9,64.9,0
2018,347,10.9,51.6,0
2018,348,8.9,54.9,0
2018,349,11.9,49.2,0
2018,350,11.9,46.1,0
2018,351,12.7,53.5,0
2018,352,11.8,58.3,0
2018,353,11.1,61,0
2018,354,12.1,59.2,0
2018,355,12.1,55.8,0
2018,356,12,57.6,0
2018,357,12.4,53.2,0
2018,358,12.1,54.3,0
2018,359,12.1,53.4,0
2018,360,10.1,71.3,0
2018,361,8.9,62.3,0
2018,362,6.9,42.4,0
2018,363,6.4,43.5,0
2018,364,5.4,45.4,0
2018,365,5.3,68.2,3.56
2017,1,12.1,84,7.37
2017,2,11,67.7,0
2017,3,10.4,72.9,0
2017,4,11.5,72.4,0
2017,5,12.9,67.6,0
2017,6,13.4,54.8,0
2017,7,10,63.8,0
2017,8,13.3,61.1,0
2017,9,13.6,67,0
2017,10,13.1,68.4,0
2017,11,12.6,64.3,0
2017,12,13.4,63.6,0
2017,13,14.6,58.1,0
2017,14,13.7,72.6,0.25
2017,15,12.5,81.8,0
2017,16,12.1,74.9,0
2017,17,10.2,75.7,0
2017,18,11,70.2,0
2017,19,10.2,77.6,0.25
2017,20,10.4,90.7,15.24
2017,21,11.3,61.9,0.76
2017,22,10.8,62.6,0
2017,23,12.2,68.2,1.78
2017,24,8.5,65.2,0
2017,25,6.9,66.5,0
2017,26,7.5,55.6,0
2017,27,8.5,31,0
2017,28,8.1,43.1,0
2017,29,11.6,45.1,0
2017,30,13.1,42.5,0
2017,31,12.2,50,0
2017,32,12.6,50.9,0
2017,33,13.3,47.9,0
2017,34,13,56.9,0
2017,35,13.5,55.1,0
2017,36,14.4,50.6,0
2017,37,14.6,50.3,0
2017,38,15.6,60.5,0
2017,39,16.7,64.1,0
2017,40,18,62.5,0
2017,41,19.6,54.8,0
2017,42,19.2,52.4,0
2017,43,18.8,53.9,0
2017,44,18.4,49.4,0
2017,45,17.3,54.9,0
2017,46,17.7,36.5,0
2017,47,15.6,43.9,0
2017,48,18.1,35.7,0
2017,49,14.6,73.3,14.73
2017,50,12.1,86.5,4.57
2017,51,14.4,73.8,0
2017,52,16,70.9,0
2017,53,18,60.4,0
2017,54,12.9,31.7,0
2017,55,9.6,45.5,0
2017,56,10.9,44.7,0
2017,57,14.7,37.4,0
2017,58,12,68.5,9.14
2017,59,13.2,74.7,2.03
2017,60,13.3,54.5,0
2017,61,14.7,38,0
2017,62,16.4,41.1,0
2017,63,16.9,46,0
2017,64,17.6,37.7,0
2017,65,13.8,38.8,0
2017,66,13.9,45.6,0
2017,67,17.3,44.6,0
2017,68,19,45,0
2017,69,20,43.1,0
2017,70,20.9,40.6,0
2017,71,21.4,40.5,0
2017,72,22.4,41.9,0
2017,73,23,39.1,0
2017,74,22.4,39.2,0
2017,75,22.7,37.3,0
2017,76,23.6,35.8,0
2017,77,23.9,34.2,0
2017,78,24,36.6,0
2017,79,24.8,32.8,0
2017,80,24.8,30.2,0
2017,81,20.8,45.1,0
2017,82,16.3,52.2,2.79
2017,83,17.3,42.3,0
2017,84,18.9,38.5,0
2017,85,18.7,37,0
2017,86,20.1,33.8,0
2017,87,19.4,31.9,0
2017,88,20.7,26.5,0
2017,89,22.3,22.6,0
2017,90,15.7,27.5,0
2017,91,15.3,44.6,0
2017,92,18.8,36,0
2017,93,21.1,30.4,0
2017,94,18.8,27.6,0
2017,95,19.7,28.8,0
2017,96,21.5,31.8,0
2017,97,22.9,25.3,0
2017,98,22.3,24.3,0
2017,99,20.4,23.4,0
2017,100,19.3,26.9,0
2017,101,20.4,28.4,0
2017,102,22.2,27.5,0
2017,103,24.4,23.3,0
2017,104,23.1,25.7,0
2017,105,22,26,0
2017,106,22.5,28,0
2017,107,22.9,29.4,0
2017,108,25.2,28,0
2017,109,25.4,24,0
2017,110,23.8,23.6,0
2017,111,24.4,22.2,0
2017,112,24.7,25.1,0
2017,113,27,21.4,0
2017,114,26.5,15.6,0
2017,115,24.3,24.7,0
2017,116,24.4,17.8,0
2017,117,25.6,23.5,0
2017,118,23.7,24.3,0
2017,119,20.4,16.9,0
2017,120,21.8,23.1,0
2017,121,23.4,24.5,0
2017,122,25.8,23.4,0
2017,123,28.6,20.1,0
2017,124,28.8,24.8,0
2017,125,31.4,21.4,0
2017,126,28.7,17.6,0
2017,127,18.8,39,0
2017,128,19.6,34.3,0.25
2017,129,18.4,51,0.51
2017,130,20.1,44.5,0
2017,131,24,40.5,0
2017,132,27.8,32.1,0
2017,133,28.9,19.4,0
2017,134,25.7,22.9,0
2017,135,23.2,26.6,0
2017,136,20.1,25.7,0
2017,137,22.2,30.4,0
2017,138,23.9,19.5,0
2017,139,22.5,23.7,0
2017,140,25.4,24.4,0
2017,141,28.2,23.4,0
2017,142,30.3,19.6,0
2017,143,30.5,20.2,0
2017,144,31.8,17.3,0
2017,145,30.7,12.8,0
2017,146,27.2,18.4,0
2017,147,27,20.6,0
2017,148,28.1,22.4,0
2017,149,28.9,23.9,0
2017,150,30.2,20.6,0
2017,151,30.1,25.3,0
2017,152,29.6,21.9,0
2017,153,30.5,22.7,0
2017,154,32.8,18.8,0
2017,155,34.1,15.4,0
2017,156,34.4,16.4,0
2017,157,33.5,17.8,0
2017,158,32.7,17.8,0
2017,159,30.8,20.4,0.25
2017,160,32.6,18.8,0
2017,161,31.2,18.5,0
2017,162,29.6,20.6,0
2017,163,27.2,21,0
2017,164,25.9,17.8,0
2017,165,27.6,21.4,0
2017,166,29.5,21.1,0
2017,167,31.8,16.7,0
2017,168,32.8,16,0
2017,169,34.1,17.1,5.84
2017,170,36.4,17.5,0
2017,171,36.7,22.2,0
2017,172,37.5,20,0
2017,173,36.8,22.4,0
2017,174,36.3,22.7,0
2017,175,36.7,20.1,0
2017,176,38.2,19.6,0
2017,177,35.9,24.8,6.35
2017,178,35.7,14.6,1.27
2017,179,34.5,20.5,2.03
2017,180,34,19.8,7.11
2017,181,33.2,19,10.16
2017,182,34.1,15.6,0
2017,183,33.9,18.3,2.79
2017,184,35,26.4,0
2017,185,36.3,21.3,0.76
2017,186,36.7,19.8,1.27
2017,187,36.3,24.9,0.51
2017,188,38.3,20.5,1.52
2017,189,38.3,20,0.76
2017,190,35.6,31,1.02
2017,191,35.9,29.4,0.25
2017,192,33.1,38.8,0.25
2017,193,34.6,34.2,1.52
2017,194,35.5,33.3,1.52
2017,195,34.3,35.4,1.78
2017,196,33.9,40.1,4.57
2017,197,32.3,49.5,25.4
2017,198,30.3,57.2,1.02
2017,199,31.1,52.6,2.29
2017,200,32.2,48.5,0.51
2017,201,32.4,44.5,8.13
2017,202,32,50.3,2.54
2017,203,32.6,45.6,0.76
2017,204,31.8,51,0.76
2017,205,27.6,73.5,7.62
2017,206,31.5,55.2,0.76
2017,207,33.8,39.9,0
2017,208,35.1,30.6,0
2017,209,32.3,42.4,0.51
2017,210,30.8,51.2,7.37
2017,211,30.9,54.6,0
2017,212,34.5,39,0.76
2017,213,32.9,40.7,0.76
2017,214,31.2,51.3,0
2017,215,31.3,54.3,5.33
2017,216,32,50,5.84
2017,217,34,35,5.08
2017,218,33,29.5,5.84
2017,219,32.8,28.9,1.78
2017,220,32.8,28.7,0.76
2017,221,34,29,0.76
2017,222,33.9,36.1,0
2017,223,33.7,42.2,0.51
2017,224,33.2,42.6,0.51
2017,225,30.7,55.2,2.54
2017,226,33.6,36.4,0.25
2017,227,32.1,25.6,0
2017,228,30.3,27.3,0.51
2017,229,30.5,26.2,0.25
2017,230,30.8,25.7,0
2017,231,31.7,30.4,0
2017,232,32.1,31.2,0
2017,233,33,29.9,0.25
2017,234,33.2,32.4,0
2017,235,33.5,35.2,3.05
2017,236,31.3,43,0.25
2017,237,33.4,34.2,0
2017,238,34.4,32.1,0
2017,239,35.8,27.6,0
2017,240,36.1,23.6,0
2017,241,34.7,27.2,0
2017,242,34.6,27.1,0
2017,243,34,20.9,0
2017,244,33.3,26.2,0
2017,245,32.3,44.7,0
2017,246,32.2,43.8,0
2017,247,32,43.8,0
2017,248,33,35.6,0
2017,249,33.5,28.2,0
2017,250,32.8,33.1,0
2017,251,30.5,38.1,0
2017,252,29.9,46.3,0
2017,253,32.4,40.3,0
2017,254,34.3,29.5,0
2017,255,34.8,27.8,0
2017,256,34,28.1,0
2017,257,32.1,31.1,0
2017,258,28.6,31.5,0
2017,259,28.1,30,0
2017,260,27.8,31,0
2017,261,27.3,29.2,0
2017,262,28.1,26.1,0
2017,263,28,27.4,0
2017,264,27.8,23.5,0
2017,265,25.9,30.8,0
2017,266,22.9,20.6,0
2017,267,21.4,26,0
2017,268,21.6,27.2,0
2017,269,22.1,27.4,0
2017,270,23.7,27.2,0
2017,271,24.2,32.5,0
2017,272,25.9,34.9,0
2017,273,25.8,33.8,0
2017,274,26.1,26.6,0
2017,275,25.3,30,0
2017,276,25.3,33,0
2017,277,26.4,36.7,0
2017,278,27.6,26.6,0
2017,279,25.7,24.4,0
2017,280,23.5,28.5,0
2017,281,24,22.2,0
2017,282,23.5,21.4,0
2017,283,22.1,24.9,0
2017,284,25.2,30.8,0
2017,285,24,29.5,0
2017,286,24.1,30.5,0
2017,287,23.9,32.9,0
2017,288,23.7,29.3,0
2017,289,25.4,28.9,0
2017,290,26.2,37,0
2017,291,25.8,38.1,0
2017,292,26.7,30,0
2017,293,23.7,35,0
2017,294,21.5,40.5,0
2017,295,21.6,34,0
2017,296,23.1,33.2,0
2017,297,25.9,29.4,0
2017,298,26.2,23.8,0
2017,299,23.3,30.6,0
2017,300,22.5,31.2,0
2017,301,22.2,32,0
2017,302,22.1,34.4,0
2017,303,21.5,31.9,0
2017,304,20.3,48.4,0
2017,305,21.1,48.9,0
2017,306,20.4,60.3,0
2017,307,20.4,58.3,0
2017,308,21.7,52.9,0
2017,309,19.8,56.7,0
2017,310,19.4,50.9,0
2017,311,20.6,50.2,0
2017,312,21,54.4,0
2017,313,21.2,51.2,0
2017,314,19.5,51.6,0
2017,315,19.3,45.1,0
2017,316,18.7,44.7,2.29
2017,317,20.5,40.1,2.54
2017,318,19.2,39.4,2.29
2017,319,18.6,39.7,2.54
2017,320,19.2,36.6,0
2017,321,19.1,36.6,3.05
2017,322,17.1,43.5,2.54
2017,323,15.7,39.2,0
2017,324,15.4,42.2,0
2017,325,16.2,42.8,2.54
2017,326,19.4,35.8,0
2017,327,19,44.7,0
2017,328,18.7,44,0
2017,329,18.7,46.2,0
2017,330,18.6,45.4,0
2017,331,18,39.3,0
2017,332,15.7,39.6,0
2017,333,17.1,44.6,0
2017,334,18.2,45.1,0
2017,335,17.6,49.5,2.54
2017,336,18.6,46.6,0
2017,337,17.6,49.3,0
2017,338,14.8,44.9,2.29
2017,339,12,37.2,0.76
2017,340,14.8,39.8,2.03
2017,341,13.7,14.4,0
2017,342,9.6,37,2.54
2017,343,13.4,34.5,1.78
2017,344,18.7,15.2,0.25
2017,345,14.8,29.8,0
2017,346,13.6,32.8,0
2017,347,13.6,29.9,0
2017,348,13.2,32.7,0
2017,349,14.3,28.5,0
2017,350,11.1,37.1,0
2017,351,11.3,68.4,3.81
2017,352,11.2,65.4,0
2017,353,10,68.1,0
2017,354,11.2,59.1,0
2017,355,9.8,35,0
2017,356,6.2,44.6,0
2017,357,7.4,50.7,0
2017,358,10.5,45.7,0
2017,359,10.1,48.5,0
2017,360,10.8,46.9,0
2017,361,11.6,45.4,0
2017,362,11.8,44.6,0
2017,363,12.6,41.5,0
2017,364,12.4,38.7,0
2017,365,10.5,44.7,0
2016,1,8,55.5,0
2016,2,11.9,49.7,0
2016,3,15,38.8,0
2016,4,13.5,63.9,10.92
2016,5,12,91.1,5.59
2016,6,11.8,75.9,6.35
2016,7,9.5,84.7,19.81
2016,8,8.9,77.7,0
2016,9,8,77.5,0
2016,10,8.6,73.8,0
2016,11,7.9,67.2,0
2016,12,8.6,56.7,0
2016,13,8.9,56.5,0
2016,14,8.9,59.7,0
2016,15,8.8,63,0
2016,16,9,65.1,0
2016,17,10.3,64.4,0
2016,18,10.7,62.5,0
2016,19,11.9,56.2,0
2016,20,12.5,59.9,0
2016,21,11.9,50.4,0
2016,22,12.8,43.2,0
2016,23,12.9,44.6,0
2016,24,11.6,47.4,0
2016,25,11.6,47.4,0
2016,26,12.1,29.2,0
2016,27,11.3,35.6,0
2016,28,11.8,42.1,0
2016,29,11.9,46.8,0
2016,30,13.5,44.5,0
2016,31,15.9,43.8,5.59
2016,32,9.5,46.3,0
2016,33,6.8,39.6,0
2016,34,5.9,47.8,0
2016,35,7.8,41.8,0
2016,36,10.7,38,0
2016,37,11.4,37.4,0
2016,38,13.4,41,0
2016,39,16.1,38.7,0
2016,40,18,31,0
2016,41,17.1,37.7,0
2016,42,17.2,40,0
2016,43,17.3,41.2,0
2016,44,17.2,40.9,0
2016,45,16.5,41,0
2016,46,17.8,40.4,0
2016,47,18.3,41,0
2016,48,19.2,37.9,0
2016,49,18.9,33.5,0
2016,50,17.7,36.3,0
2016,51,17.5,40.3,0
2016,52,18.2,37.2,0
2016,53,18.2,30.8,0
2016,54,16.7,21.5,0
2016,55,16.1,25.5,0
2016,56,16.6,35.2,0
2016,57,18.8,33.5,0
2016,58,18.5,33.6,0
2016,59,18.3,34,0
2016,60,19.7,31.9,0
2016,61,19.9,34.6,0
2016,62,20.1,32.4,0
2016,63,19.9,33.7,0
2016,64,20.2,31.5,0
2016,65,19.9,27.1,0
2016,66,20.1,32.6,0
2016,67,15.4,33.9,0
2016,68,15.3,39.4,0
2016,69,16.7,35.6,0
2016,70,19.4,29.7,0
2016,71,20.6,24.6,0
2016,72,16.3,35.2,0
2016,73,16.7,37.2,0
2016,74,17.8,41.8,0
2016,75,19.8,37.3,0
2016,76,20,28.5,0
2016,77,19.8,28.3,0
2016,78,20.8,26.3,0
2016,79,22.3,26.2,0
2016,80,22,28.8,0
2016,81,23.9,22.8,0
2016,82,21.3,23.1,0
2016,83,17.9,18.3,0
2016,84,16.9,30.4,0
2016,85,19,26.6,0
2016,86,20.4,23.5,0
2016,87,19.4,25.2,0
2016,88,21.2,28.8,0
2016,89,16.2,29.1,0
2016,90,14.6,31.8,0
2016,91,15.5,34,0
2016,92,17.4,31.8,0
2016,93,19.4,32,0
2016,94,21.3,27.9,0
2016,95,22.2,27,0
2016,96,22.9,27,0
2016,97,25.3,22.7,0
2016,98,24.9,24,0.25
2016,99,20.9,60.5,2.79
2016,100,21.5,46.7,0
2016,101,16.4,63.1,21.34
2016,102,17.9,58,0
2016,103,20.1,50.7,0
2016,104,21.8,44,0
2016,105,23.7,32.5,0
2016,106,21.4,23,0
2016,107,19.8,23.7,0
2016,108,21,26.6,0
2016,109,21.3,27.1,0
2016,110,23.1,23.6,0
2016,111,24.2,24.7,0
2016,112,25.8,21.6,0
2016,113,26.4,22.4,0
2016,114,24.9,23.4,0
2016,115,22.8,21.3,0
2016,116,22.2,19,0
2016,117,18.8,29.1,0
2016,118,21.3,25.8,0
2016,119,20,24,0
2016,120,21.5,31.6,0
2016,121,19.3,42.6,1.78
2016,122,18.5,54.4,0
2016,123,22.6,36.1,0
2016,124,24.8,32.3,0
2016,125,28.5,24.1,0
2016,126,26.9,19.5,0
2016,127,19.9,46,0.25
2016,128,19.4,47.4,0
2016,129,20.6,44.7,0.51
2016,130,21.7,40.4,0
2016,131,24.5,32.3,0
2016,132,25.8,31,0
2016,133,27.8,28.4,0
2016,134,29,23.1,0
2016,135,30.1,24.1,0
2016,136,27.1,25.7,0
2016,137,26.5,25.4,0
2016,138,24.8,29.5,0
2016,139,24,40.3,0
2016,140,25.6,37.1,0
2016,141,28.8,22.8,0
2016,142,26.3,22.9,0
2016,143,24.1,25.6,0
2016,144,24.7,19.9,0
2016,145,24.1,23.1,0
2016,146,24.1,23.5,0
2016,147,23.2,26.6,0
2016,148,24.9,28.7,0
2016,149,27.7,21.5,0
2016,150,28.1,19.6,0
2016,151,25.8,19.8,0
2016,152,27.8,21,0
2016,153,30.4,20.3,0
2016,154,32.5,16.9,0
2016,155,34.1,17,0
2016,156,34.6,16,0
2016,157,34.7,16.2,0
2016,158,33.9,16.2,0
2016,159,32.3,16.9,0
2016,160,33.5,25.2,0
2016,161,33,26.8,0
2016,162,31,35.2,0
2016,163,30.7,40.3,0
2016,164,30.2,26.4,0
2016,165,30.4,15.4,0
2016,166,29.2,19.5,0
2016,167,29.9,18.4,0
2016,168,29.8,20.3,0
2016,169,30.4,23.9,0
2016,170,32.9,20.7,0
2016,171,37.1,17.7,0
2016,172,37.4,17.4,0
2016,173,36.6,20,0
2016,174,36.9,17.3,0
2016,175,36.1,21.8,0
2016,176,35.4,21.8,0
2016,177,34.3,24.9,0
2016,178,34.3,26.6,0
2016,179,35.2,30.3,0
2016,180,36.8,27.5,0
2016,181,35.1,31.9,2.79
2016,182,30.3,48.7,0
2016,183,30.4,51.6,0
2016,184,32.5,38.9,0
2016,185,34.9,27.3,0
2016,186,35.8,23.6,0
2016,187,35.1,21.5,0
2016,188,34.3,22.4,0
2016,189,34.3,26.6,0
2016,190,35,19.4,0
2016,191,36.3,18.6,0
2016,192,36,18.4,0
2016,193,34.8,15.8,0
2016,194,33.5,18.7,0
2016,195,34.1,23.8,0
2016,196,36.2,20.4,0
2016,197,36.6,20.5,0
2016,198,36.1,22.7,0
2016,199,34.7,27.4,0
2016,200,32.8,42.6,0.51
2016,201,34.4,37.2,0
2016,202,34.4,35.7,0
2016,203,35.7,33,0
2016,204,37,26.3,0
2016,205,36.2,28.6,0
2016,206,36,28,0
2016,207,34.6,32.9,0
2016,208,36.7,27.5,0
2016,209,37,30.5,0
2016,210,36.6,29.6,0
2016,211,35.7,34,0.76
2016,212,32.6,42.8,0
2016,213,32.5,43.8,0
2016,214,31.2,47.3,0
2016,215,29.9,62.5,37.08
2016,216,30.3,60.8,0
2016,217,31.6,53.3,0
2016,218,30.6,56.2,20.07
2016,219,33.2,45.4,0
2016,220,35.4,32.1,0
2016,221,36.2,19.4,0
2016,222,31.7,47.8,0.51
2016,223,31.7,50.5,6.35
2016,224,30.7,56.1,0
2016,225,33.3,42.4,0
2016,226,34.2,35.1,0
2016,227,33.2,33.2,0
2016,228,34.2,33,0
2016,229,35.2,28.7,0
2016,230,35,26.9,0
2016,231,33,30,0.51
2016,232,32.1,34.5,0
2016,233,30.3,41.4,0.76
2016,234,30.6,40,0
2016,235,29.9,44.5,0
2016,236,28.6,49.1,5.33
2016,237,30.2,42.5,0.51
2016,238,30.7,39.5,0
2016,239,30.9,37.1,0
2016,240,29.4,40.1,0
2016,241,29.4,34.5,0
2016,242,31.3,32.4,0
2016,243,32.3,32,0
2016,244,33.4,32.1,0
2016,245,33.2,38.7,0
2016,246,32.5,40.8,0
2016,247,32.6,28.6,0
2016,248,29.8,21.2,0
2016,249,28.9,27.9,0
2016,250,30,32.4,0
2016,251,27.7,65,0.76
2016,252,28.7,59.8,0
2016,253,31.1,44,0
2016,254,31.2,37.3,0
2016,255,31.5,31.9,0
2016,256,31.4,34.7,0
2016,257,29.9,38.3,0
2016,258,28.7,35.2,0
2016,259,26,31.9,0
2016,260,25.6,29.9,0
2016,261,26.6,29.9,0
2016,262,27.9,30.4,0
2016,263,28.8,29.5,0
2016,264,28,48.6,0
2016,265,29.2,51.1,0
2016,266,25.1,73.9,13.72
2016,267,24.3,27.2,0
2016,268,22.8,32.3,0
